,OpenTime,ETC-USD_Open,ETC-USD_High,ETC-USD_Low,ETC-USD_Close,ETC-USD_volume,CloseTime,ETC-QuoteAssetVolume,ETC-NumberOfTrades,ETC-TBBAV,ETC-TBQAV,ETC-ignore
36,2018-06-13 19:30:00,13.3684,13.596,13.26,13.3983,23837.98,2018-06-13 20:29:59.999,320183.478104,445.0,15903.95,214024.657112,0.0
37,2018-06-13 20:30:00,13.3795,13.6315,13.1787,13.2055,31736.06,2018-06-13 21:29:59.999,425271.98702,748.0,19483.94,261508.769077,0.0
38,2018-06-13 21:30:00,13.2054,13.5999,12.813,13.41,83269.32,2018-06-13 22:29:59.999,1105853.512119,1660.0,44753.21,595102.399365,0.0
39,2018-06-13 22:30:00,13.41,13.8,13.3001,13.7999,35198.88,2018-06-13 23:29:59.999,478114.260931,677.0,10358.1,140140.95282,0.0
40,2018-06-13 23:30:00,13.7999,14.1656,13.76,13.8992,54195.69,2018-06-14 00:29:59.999,755319.666993,975.0,38108.5,531600.640658,0.0
41,2018-06-14 00:30:00,13.8697,13.9584,13.5386,13.7308,25900.3,2018-06-14 01:29:59.999,356246.925577,788.0,13817.8,190190.086772,0.0
42,2018-06-14 01:30:00,13.7309,13.787,13.5702,13.7238,16577.84,2018-06-14 02:29:59.999,226656.525031,400.0,4195.1,57371.626431,0.0
43,2018-06-14 02:30:00,13.7371,14.05,13.6912,13.8266,23463.66,2018-06-14 03:29:59.999,325210.331934,384.0,15440.12,214684.403997,0.0
44,2018-06-14 03:30:00,13.8872,14.05,13.7683,13.9708,16187.5,2018-06-14 04:29:59.999,224872.18322,480.0,8148.46,113245.305656,0.0
45,2018-06-14 04:30:00,13.9997,14.0594,13.75,13.8499,25451.52,2018-06-14 05:29:59.999,353774.564735,518.0,11606.5,160887.019422,0.0
46,2018-06-14 05:30:00,13.8003,14.0126,13.5701,13.5811,23560.67,2018-06-14 06:29:59.999,324693.402654,429.0,7758.97,107023.568106,0.0
47,2018-06-14 06:30:00,13.5811,13.79,13.212,13.335,20864.15,2018-06-14 07:29:59.999,282162.393959,588.0,7749.6,104629.271756,0.0
48,2018-06-14 07:30:00,13.3353,13.8874,13.2991,13.6495,54291.32,2018-06-14 08:29:59.999,738676.440596,1331.0,27865.15,379305.340408,0.0
49,2018-06-14 08:30:00,13.649,13.79,13.53,13.658,26604.86,2018-06-14 09:29:59.999,361989.106692,546.0,11279.26,153451.991143,0.0
50,2018-06-14 09:30:00,13.6581,13.7255,13.5205,13.54,20824.31,2018-06-14 10:29:59.999,283522.744909,351.0,9982.43,136142.566484,0.0
51,2018-06-14 10:30:00,13.54,13.78,13.4157,13.6601,24317.67,2018-06-14 11:29:59.999,330017.870241,478.0,7979.9,108269.008787,0.0
52,2018-06-14 11:30:00,13.6515,13.85,13.6515,13.7508,27907.25,2018-06-14 12:29:59.999,383402.048707,534.0,12710.41,174655.131698,0.0
53,2018-06-14 12:30:00,13.8098,13.9,13.6652,13.7406,17774.24,2018-06-14 13:29:59.999,244972.800987,364.0,5819.95,80126.976634,0.0
54,2018-06-14 13:30:00,13.76,14.03,13.76,13.8503,17322.05,2018-06-14 14:29:59.999,240678.898518,447.0,7948.82,110552.697938,0.0
55,2018-06-14 14:30:00,13.86,13.9,13.74,13.8094,15525.18,2018-06-14 15:29:59.999,214514.379348,312.0,3432.79,47368.345137,0.0
56,2018-06-14 15:30:00,13.8007,13.8695,13.5881,13.6561,38180.39,2018-06-14 16:29:59.999,523354.864858,735.0,24746.65,338673.266876,0.0
57,2018-06-14 16:30:00,13.6202,13.8211,13.5669,13.72,21601.63,2018-06-14 17:29:59.999,296506.587953,397.0,4121.57,56579.075482,0.0
58,2018-06-14 17:30:00,13.6901,13.72,13.4638,13.5289,23977.01,2018-06-14 18:29:59.999,326642.832512,521.0,15515.28,211293.792935,0.0
59,2018-06-14 18:30:00,13.5289,13.586,13.1672,13.2099,23240.47,2018-06-14 19:29:59.999,310063.243775,643.0,10921.51,145703.969688,0.0
60,2018-06-14 19:30:00,13.1931,13.4669,13.1931,13.3995,25962.77,2018-06-14 20:29:59.999,346335.139341,454.0,12379.89,164933.216597,0.0
61,2018-06-14 20:30:00,13.3998,13.4499,13.15,13.2897,25697.27,2018-06-14 21:29:59.999,341815.53702,539.0,4961.0,66066.295206,0.0
62,2018-06-14 21:30:00,13.2898,13.8981,13.2514,13.7899,28004.73,2018-06-14 22:29:59.999,378842.310788,662.0,17447.87,236370.129699,0.0
63,2018-06-14 22:30:00,13.7898,14.0499,13.6801,13.9181,59410.79,2018-06-14 23:29:59.999,825020.854565,1394.0,25035.41,348181.544973,0.0
64,2018-06-14 23:30:00,13.9181,14.1299,13.9108,13.9703,42883.38,2018-06-15 00:29:59.999,600173.031372,965.0,23110.68,323662.401,0.0
65,2018-06-15 00:30:00,14.0163,14.15,13.8592,14.1201,28855.5,2018-06-15 01:29:59.999,404415.939162,632.0,12803.7,179511.7053,0.0
66,2018-06-15 01:30:00,14.1201,14.3409,14.09,14.1901,33706.02,2018-06-15 02:29:59.999,478217.260089,827.0,15763.15,223654.964912,0.0
67,2018-06-15 02:30:00,14.2096,14.24,14.0155,14.0157,31156.86,2018-06-15 03:29:59.999,441637.54164,540.0,14450.95,204931.225856,0.0
68,2018-06-15 03:30:00,14.02,14.1254,13.8363,13.9597,22633.0,2018-06-15 04:29:59.999,316058.652289,470.0,8372.04,117237.994214,0.0
69,2018-06-15 04:30:00,13.9686,14.1461,13.835,14.0624,27968.64,2018-06-15 05:29:59.999,390663.632853,619.0,6212.64,86825.959851,0.0
70,2018-06-15 05:30:00,14.0662,14.0748,13.8002,13.91,19057.32,2018-06-15 06:29:59.999,266470.038263,296.0,5765.07,80651.232817,0.0
71,2018-06-15 06:30:00,13.9369,13.99,13.75,13.7609,15700.24,2018-06-15 07:29:59.999,217831.416892,371.0,3948.33,54845.623352,0.0
72,2018-06-15 07:30:00,13.8195,13.85,13.68,13.8499,15456.9,2018-06-15 08:29:59.999,212996.299226,331.0,5068.05,69849.833408,0.0
73,2018-06-15 08:30:00,13.8495,13.9599,13.8041,13.9053,17205.86,2018-06-15 09:29:59.999,238598.72763,304.0,10418.22,144710.742472,0.0
74,2018-06-15 09:30:00,13.9005,13.9216,13.69,13.7688,17824.65,2018-06-15 10:29:59.999,246205.827029,312.0,13797.84,190684.4127,0.0
75,2018-06-15 10:30:00,13.8252,13.8299,13.6802,13.7698,17123.29,2018-06-15 11:29:59.999,235957.572569,261.0,7226.24,99646.6089,0.0
76,2018-06-15 11:30:00,13.7662,13.9497,13.72,13.79,17780.83,2018-06-15 12:29:59.999,245361.174762,329.0,9209.29,126894.768467,0.0
77,2018-06-15 12:30:00,13.8098,13.9298,13.7656,13.9226,13920.81,2018-06-15 13:29:59.999,193227.414996,265.0,5093.26,70751.892672,0.0
78,2018-06-15 13:30:00,13.8902,13.9297,13.7829,13.8229,16222.88,2018-06-15 14:29:59.999,224894.781704,272.0,3961.37,54937.531859,0.0
79,2018-06-15 14:30:00,13.822,13.8998,13.65,13.8898,23319.1,2018-06-15 15:29:59.999,321199.858963,582.0,15728.16,216582.877825,0.0
80,2018-06-15 15:30:00,13.8987,13.9386,13.8097,13.8988,21642.31,2018-06-15 16:29:59.999,300372.506346,418.0,7988.56,110948.699123,0.0
81,2018-06-15 16:30:00,13.8606,14.0677,13.5754,13.8711,37161.62,2018-06-15 17:29:59.999,512470.524181,772.0,17820.08,245729.468969,0.0
82,2018-06-15 17:30:00,13.871,13.871,13.5805,13.6311,19596.66,2018-06-15 18:29:59.999,269391.111043,453.0,5125.36,70480.198032,0.0
83,2018-06-15 18:30:00,13.64,13.8259,13.5807,13.7342,14893.07,2018-06-15 19:29:59.999,204033.621875,341.0,5783.28,79331.219538,0.0
84,2018-06-15 19:30:00,13.7342,13.8728,13.6301,13.7901,20162.21,2018-06-15 20:29:59.999,276620.820519,365.0,9572.33,131400.182194,0.0
85,2018-06-15 20:30:00,13.7901,13.8728,13.6892,13.8332,16607.94,2018-06-15 21:29:59.999,228980.665687,348.0,10717.95,147806.28178,0.0
86,2018-06-15 21:30:00,13.8332,14.05,13.7724,13.8782,22069.4,2018-06-15 22:29:59.999,306668.85453,630.0,7198.64,100205.151178,0.0
87,2018-06-15 22:30:00,13.9087,13.9834,13.79,13.8827,25836.48,2018-06-15 23:29:59.999,358647.641578,628.0,10694.52,148493.130124,0.0
88,2018-06-15 23:30:00,13.8826,14.0035,13.8298,13.9348,49393.48,2018-06-16 00:29:59.999,687973.391131,810.0,19656.69,273144.630695,0.0
89,2018-06-16 00:30:00,13.9349,13.9598,13.8629,13.9472,16754.07,2018-06-16 01:29:59.999,233335.695243,471.0,12327.66,171720.627997,0.0
90,2018-06-16 01:30:00,13.9137,13.95,13.7416,13.8995,24010.13,2018-06-16 02:29:59.999,332414.253512,614.0,13957.52,193428.378861,0.0
91,2018-06-16 02:30:00,13.8873,13.8873,13.747,13.837,9006.66,2018-06-16 03:29:59.999,124448.965814,206.0,7320.42,101166.560857,0.0
92,2018-06-16 03:30:00,13.8054,13.8453,13.66,13.6709,13507.28,2018-06-16 04:29:59.999,185549.056976,345.0,8333.13,114611.38061,0.0
93,2018-06-16 04:30:00,13.6932,13.89,13.5555,13.82,21747.54,2018-06-16 05:29:59.999,298677.46992,475.0,9810.16,134516.640561,0.0
94,2018-06-16 05:30:00,13.82,14.0,13.79,13.8023,22882.93,2018-06-16 06:29:59.999,317533.013631,538.0,6458.18,89678.884514,0.0
95,2018-06-16 06:30:00,13.81,14.069,13.7599,13.9746,34305.18,2018-06-16 07:29:59.999,477800.057587,722.0,9831.32,137052.736485,0.0
96,2018-06-16 07:30:00,13.9899,14.1325,13.9699,14.0109,27331.53,2018-06-16 08:29:59.999,383697.646065,570.0,9345.47,131319.862556,0.0
97,2018-06-16 08:30:00,14.0109,14.0321,13.9002,13.9582,25498.74,2018-06-16 09:29:59.999,355767.530187,404.0,8058.52,112425.028888,0.0
98,2018-06-16 09:30:00,13.9253,14.121,13.9076,14.1209,30257.7,2018-06-16 10:29:59.999,425219.747322,515.0,13739.13,193115.983898,0.0
99,2018-06-16 10:30:00,14.11,14.4888,14.11,14.3502,30832.98,2018-06-16 11:29:59.999,442410.173194,909.0,16529.14,237232.489068,0.0
100,2018-06-16 11:30:00,14.3605,14.88,14.306,14.672,39754.27,2018-06-16 12:29:59.999,577625.297997,1243.0,19597.97,284768.387799,0.0
101,2018-06-16 12:30:00,14.6721,14.859,14.6,14.6525,30792.43,2018-06-16 13:29:59.999,451510.872006,669.0,15711.23,230614.637551,0.0
102,2018-06-16 13:30:00,14.6248,14.6594,14.3015,14.4198,48884.33,2018-06-16 14:29:59.999,705044.249536,1094.0,26626.37,383405.62618,0.0
103,2018-06-16 14:30:00,14.4199,14.5,14.3009,14.3701,35611.71,2018-06-16 15:29:59.999,512826.079677,730.0,18910.28,272516.742161,0.0
104,2018-06-16 15:30:00,14.3616,14.55,14.3612,14.47,24534.0,2018-06-16 16:29:59.999,354736.10818,553.0,12745.53,184378.241266,0.0
105,2018-06-16 16:30:00,14.478,14.5301,14.3505,14.4126,17079.04,2018-06-16 17:29:59.999,246575.731593,425.0,7033.89,101712.316243,0.0
106,2018-06-16 17:30:00,14.4124,14.4483,14.3,14.338,33006.62,2018-06-16 18:29:59.999,473906.945117,570.0,7393.08,106305.757167,0.0
107,2018-06-16 18:30:00,14.3069,14.3358,14.0554,14.24,30058.98,2018-06-16 19:29:59.999,426083.377442,836.0,12486.2,176855.386703,0.0
108,2018-06-16 19:30:00,14.24,14.299,14.1,14.284,24832.18,2018-06-16 20:29:59.999,353649.549935,446.0,17807.46,253754.412008,0.0
109,2018-06-16 20:30:00,14.299,14.3494,14.0599,14.1779,23320.08,2018-06-16 21:29:59.999,331350.238855,679.0,14475.31,205928.41386,0.0
110,2018-06-16 21:30:00,14.1777,14.6156,14.0018,14.4915,40629.87,2018-06-16 22:29:59.999,579636.789702,1140.0,18127.92,259571.400385,0.0
111,2018-06-16 22:30:00,14.5008,14.6499,14.4,14.5668,27495.12,2018-06-16 23:29:59.999,398518.29681,726.0,17117.8,248125.754537,0.0
112,2018-06-16 23:30:00,14.5425,14.5978,14.4284,14.5005,24585.12,2018-06-17 00:29:59.999,357367.150771,545.0,11029.52,160342.274771,0.0
113,2018-06-17 00:30:00,14.5089,14.5647,14.39,14.42,17367.23,2018-06-17 01:29:59.999,251415.411541,351.0,12819.66,185641.453783,0.0
114,2018-06-17 01:30:00,14.42,14.5955,14.42,14.5797,30234.46,2018-06-17 02:29:59.999,439364.738642,562.0,10901.91,158443.765848,0.0
115,2018-06-17 02:30:00,14.5875,14.65,14.495,14.5997,11512.81,2018-06-17 03:29:59.999,167743.087213,360.0,5585.57,81456.200778,0.0
116,2018-06-17 03:30:00,14.5555,14.6348,14.4951,14.5801,12199.09,2018-06-17 04:29:59.999,177759.406509,292.0,9619.77,140196.347039,0.0
117,2018-06-17 04:30:00,14.5873,14.5873,14.4,14.44,20780.76,2018-06-17 05:29:59.999,300879.94,433.0,6770.51,98103.200611,0.0
118,2018-06-17 05:30:00,14.4291,14.4623,14.35,14.37,16240.69,2018-06-17 06:29:59.999,234223.039949,345.0,8950.52,129117.887734,0.0
119,2018-06-17 06:30:00,14.3704,14.5254,14.3704,14.5113,21012.03,2018-06-17 07:29:59.999,304039.539917,365.0,10981.01,158830.96646,0.0
120,2018-06-17 07:30:00,14.51,14.6299,14.51,14.6075,24130.19,2018-06-17 08:29:59.999,351905.432873,486.0,13089.38,190858.904067,0.0
121,2018-06-17 08:30:00,14.6075,14.6401,14.52,14.561,11087.61,2018-06-17 09:29:59.999,161835.358104,497.0,7817.9,114086.112459,0.0
122,2018-06-17 09:30:00,14.561,14.6251,14.4611,14.4906,12414.6,2018-06-17 10:29:59.999,180306.443135,323.0,8714.21,126621.583108,0.0
123,2018-06-17 10:30:00,14.5033,14.573,14.47,14.4742,18158.65,2018-06-17 11:29:59.999,263285.644194,280.0,4252.68,61734.797138,0.0
124,2018-06-17 11:30:00,14.4742,14.4985,14.3461,14.4057,21191.42,2018-06-17 12:29:59.999,305850.863256,362.0,5756.96,82975.757715,0.0
125,2018-06-17 12:30:00,14.395,14.4468,14.3326,14.3896,12722.22,2018-06-17 13:29:59.999,182951.204038,420.0,6953.67,100018.890293,0.0
126,2018-06-17 13:30:00,14.3974,14.6432,14.3402,14.3825,19293.17,2018-06-17 14:29:59.999,279280.607834,486.0,6341.59,91925.390876,0.0
127,2018-06-17 14:30:00,14.3824,14.5067,14.3517,14.5067,12066.74,2018-06-17 15:29:59.999,174135.242383,267.0,9651.68,139349.185436,0.0
128,2018-06-17 15:30:00,14.4946,14.58,14.4224,14.4737,24292.93,2018-06-17 16:29:59.999,350996.240407,349.0,3036.64,43945.717659,0.0
129,2018-06-17 16:30:00,14.4737,14.4802,14.3651,14.4005,37628.89,2018-06-17 17:29:59.999,542578.513698,486.0,20124.74,290130.454207,0.0
130,2018-06-17 17:30:00,14.4102,14.4102,14.0727,14.24,55275.29,2018-06-17 18:29:59.999,791130.863995,880.0,12888.19,184024.263334,0.0
131,2018-06-17 18:30:00,14.2416,14.33,14.1472,14.3126,34075.93,2018-06-17 19:29:59.999,485667.783107,599.0,20122.92,286365.175533,0.0
132,2018-06-17 19:30:00,14.2868,14.3274,14.1781,14.2105,27025.65,2018-06-17 20:29:59.999,384030.357461,388.0,8441.26,119999.853745,0.0
133,2018-06-17 20:30:00,14.2106,14.41,14.1914,14.3874,38333.28,2018-06-17 21:29:59.999,545344.563847,551.0,11901.2,169629.781249,0.0
134,2018-06-17 21:30:00,14.3875,14.4037,14.24,14.27,18216.77,2018-06-17 22:29:59.999,261423.278773,339.0,11158.06,160085.95592,0.0
135,2018-06-17 22:30:00,14.3176,14.4072,14.2574,14.2709,18645.91,2018-06-17 23:29:59.999,266557.022423,449.0,8789.27,125739.637925,0.0
136,2018-06-17 23:30:00,14.28,14.3668,14.2148,14.2863,18256.54,2018-06-18 00:29:59.999,260834.892095,265.0,4645.89,66426.150729,0.0
137,2018-06-18 00:30:00,14.3098,14.3967,14.24,14.2621,19542.82,2018-06-18 01:29:59.999,279557.276811,376.0,4100.76,58665.874903,0.0
138,2018-06-18 01:30:00,14.2683,14.3313,14.2179,14.2812,16130.16,2018-06-18 02:29:59.999,229960.773831,384.0,6086.39,86820.502146,0.0
139,2018-06-18 02:30:00,14.2791,14.35,14.2414,14.2757,14381.87,2018-06-18 03:29:59.999,205575.297778,268.0,6646.85,95071.302516,0.0
140,2018-06-18 03:30:00,14.2517,14.3296,14.1812,14.2656,23612.96,2018-06-18 04:29:59.999,336465.817108,460.0,11969.87,170638.446871,0.0
141,2018-06-18 04:30:00,14.2705,14.313,14.1,14.2399,22169.88,2018-06-18 05:29:59.999,315365.305998,449.0,8669.47,123423.244119,0.0
142,2018-06-18 05:30:00,14.2399,14.3404,14.1,14.18,24169.7,2018-06-18 06:29:59.999,344382.92193,503.0,3604.3,51343.929876,0.0
143,2018-06-18 06:30:00,14.18,14.3498,14.1005,14.3101,14927.97,2018-06-18 07:29:59.999,212820.401596,505.0,9498.78,135338.226834,0.0
144,2018-06-18 07:30:00,14.3001,14.3343,14.2638,14.2784,21916.03,2018-06-18 08:29:59.999,313074.034407,406.0,9045.24,129228.863001,0.0
145,2018-06-18 08:30:00,14.2642,14.3326,14.2,14.2101,16733.94,2018-06-18 09:29:59.999,238646.544597,403.0,8492.79,121193.605292,0.0
146,2018-06-18 09:30:00,14.2096,14.2738,14.07,14.1379,23345.59,2018-06-18 10:29:59.999,331247.732752,398.0,9605.81,136383.924206,0.0
147,2018-06-18 10:30:00,14.138,14.2603,14.1288,14.2,29007.34,2018-06-18 11:29:59.999,411067.286277,409.0,6528.31,92600.607966,0.0
148,2018-06-18 11:30:00,14.1766,14.1944,14.04,14.1045,19159.17,2018-06-18 12:29:59.999,270604.2082,375.0,9487.9,134083.914928,0.0
149,2018-06-18 12:30:00,14.1045,14.1552,13.971,14.0698,19725.73,2018-06-18 13:29:59.999,277833.214855,504.0,10865.03,153045.837959,0.0
150,2018-06-18 13:30:00,14.066,14.252,14.013,14.1506,19847.75,2018-06-18 14:29:59.999,279481.334487,468.0,11698.08,164672.636767,0.0
151,2018-06-18 14:30:00,14.17,14.21,14.0761,14.133,12175.14,2018-06-18 15:29:59.999,172506.308219,210.0,10194.47,144445.06386,0.0
152,2018-06-18 15:30:00,14.133,14.1596,14.07,14.0929,8964.03,2018-06-18 16:29:59.999,126423.669045,167.0,5256.85,74196.127988,0.0
153,2018-06-18 16:30:00,14.0929,14.13,14.013,14.1016,14676.12,2018-06-18 17:29:59.999,206382.969579,418.0,7181.7,101136.393578,0.0
154,2018-06-18 17:30:00,14.1007,14.1846,14.0823,14.1555,23448.56,2018-06-18 18:29:59.999,331898.141949,287.0,18420.05,260786.706707,0.0
155,2018-06-18 18:30:00,14.1798,14.3419,14.1556,14.3098,44016.59,2018-06-18 19:29:59.999,627768.662816,727.0,16874.76,240771.855183,0.0
156,2018-06-18 19:30:00,14.3139,14.3555,14.1822,14.2405,25376.19,2018-06-18 20:29:59.999,362286.518443,677.0,8812.0,125795.2145,0.0
157,2018-06-18 20:30:00,14.241,14.3178,14.1867,14.2678,17458.88,2018-06-18 21:29:59.999,248900.837089,357.0,8250.41,117711.524578,0.0
158,2018-06-18 21:30:00,14.2679,14.69,14.21,14.6109,44761.8,2018-06-18 22:29:59.999,649206.081364,1230.0,19275.92,279282.150844,0.0
159,2018-06-18 22:30:00,14.5864,15.62,14.579,15.252,47581.84,2018-06-18 23:29:59.999,725699.865805,1722.0,26376.51,402634.089806,0.0
160,2018-06-18 23:30:00,15.2561,15.3962,15.101,15.1427,29836.25,2018-06-19 00:29:59.999,455048.113974,654.0,14820.49,226129.027827,0.0
161,2018-06-19 00:30:00,15.1319,15.1853,14.9205,15.02,43587.61,2018-06-19 01:29:59.999,656064.917947,797.0,29515.08,444252.635264,0.0
162,2018-06-19 01:30:00,15.0284,15.2492,15.02,15.2221,29090.69,2018-06-19 02:29:59.999,440667.900198,506.0,9729.31,147334.130791,0.0
163,2018-06-19 02:30:00,15.2491,15.3483,15.0719,15.1698,34958.0,2018-06-19 03:29:59.999,533394.774672,783.0,15053.63,229061.51734,0.0
164,2018-06-19 03:30:00,15.1698,15.2201,14.9612,15.0301,25701.34,2018-06-19 04:29:59.999,386402.230072,550.0,9290.73,139853.780981,0.0
165,2018-06-19 04:30:00,15.0276,15.1098,14.9706,15.0902,24981.65,2018-06-19 05:29:59.999,375444.042436,406.0,7913.73,118951.261079,0.0
166,2018-06-19 05:30:00,15.1096,15.2975,15.0858,15.2692,5688.23,2018-06-19 06:29:59.999,86502.312822,261.0,3109.51,47286.244611,0.0
167,2018-06-19 06:30:00,15.2687,15.3,15.17,15.17,8730.93,2018-06-19 07:29:59.999,132856.203198,308.0,4472.14,68110.638836,0.0
168,2018-06-19 07:30:00,15.17,15.1997,15.0269,15.063,3298.67,2018-06-19 08:29:59.999,49858.162847,204.0,1279.66,19359.743794,0.0
169,2018-06-19 08:30:00,15.0403,15.153,15.0048,15.1273,11890.43,2018-06-19 09:29:59.999,179088.453495,256.0,4692.83,70772.343197,0.0
170,2018-06-19 09:30:00,15.1032,15.28,15.1032,15.2022,21411.6,2018-06-19 10:29:59.999,325450.837022,383.0,14968.46,227682.557928,0.0
171,2018-06-19 10:30:00,15.2001,15.2499,15.11,15.1846,16327.36,2018-06-19 11:29:59.999,247948.083197,332.0,8142.24,123696.085537,0.0
172,2018-06-19 11:30:00,15.1847,15.2598,15.1316,15.1886,21116.97,2018-06-19 12:29:59.999,321021.958256,393.0,9756.83,148445.001228,0.0
173,2018-06-19 12:30:00,15.1886,15.3418,15.1542,15.3418,25524.23,2018-06-19 13:29:59.999,388632.319487,461.0,11824.49,180240.638343,0.0
