,OpenTime,SOL-USD_Open,SOL-USD_High,SOL-USD_Low,SOL-USD_Close,SOL-USD_volume,CloseTime,SOL-QuoteAssetVolume,SOL-NumberOfTrades,SOL-TBBAV,SOL-TBQAV,SOL-ignore
65,2020-08-14 04:30:00,3.7686,3.8118,3.7002,3.73,30724.0,2020-08-14 05:29:59.999,115325.330619,527.0,13555.54,50984.626298,0.0
66,2020-08-14 05:30:00,3.7207,3.7676,3.6325,3.6383,40138.58,2020-08-14 06:29:59.999,147787.996224,513.0,13216.5,48644.654962,0.0
67,2020-08-14 06:30:00,3.6383,3.674,3.6068,3.6348,43508.23,2020-08-14 07:29:59.999,158063.207478,452.0,13134.55,47809.0703,0.0
68,2020-08-14 07:30:00,3.6348,3.6511,3.5717,3.6118,56677.57,2020-08-14 08:29:59.999,203791.36744,626.0,26871.08,96497.343202,0.0
69,2020-08-14 08:30:00,3.5973,3.6479,3.58,3.625,44745.13,2020-08-14 09:29:59.999,161500.822501,465.0,10130.23,36739.411363,0.0
70,2020-08-14 09:30:00,3.6251,3.6644,3.59,3.6644,50311.86,2020-08-14 10:29:59.999,182014.988761,417.0,27700.91,100179.083521,0.0
71,2020-08-14 10:30:00,3.6502,3.7517,3.6501,3.6759,34694.52,2020-08-14 11:29:59.999,128411.013264,586.0,11578.96,42753.555038,0.0
72,2020-08-14 11:30:00,3.6758,3.6924,3.6425,3.6616,31351.47,2020-08-14 12:29:59.999,114815.997707,412.0,12851.29,47121.486624,0.0
73,2020-08-14 12:30:00,3.6617,3.6896,3.5,3.55,105414.82,2020-08-14 13:29:59.999,376469.522273,1357.0,30377.94,108635.189405,0.0
74,2020-08-14 13:30:00,3.5327,3.5613,3.4628,3.525,125063.01,2020-08-14 14:29:59.999,438342.696475,1360.0,53406.18,187115.548672,0.0
75,2020-08-14 14:30:00,3.5249,3.5279,3.4267,3.5111,84157.01,2020-08-14 15:29:59.999,291809.434853,1117.0,35646.23,123579.026666,0.0
76,2020-08-14 15:30:00,3.5111,3.7,3.5111,3.693,89229.01,2020-08-14 16:29:59.999,321332.222995,1236.0,47827.94,171993.864853,0.0
77,2020-08-14 16:30:00,3.6999,3.7598,3.64,3.7173,79718.45,2020-08-14 17:29:59.999,295779.648759,1144.0,43729.96,162463.831437,0.0
78,2020-08-14 17:30:00,3.7036,3.7133,3.5599,3.56,60119.97,2020-08-14 18:29:59.999,217192.669087,670.0,23428.39,84632.699172,0.0
79,2020-08-14 18:30:00,3.56,3.5753,3.5106,3.5711,68746.49,2020-08-14 19:29:59.999,243551.266304,740.0,35603.2,125952.165987,0.0
80,2020-08-14 19:30:00,3.559,3.7,3.54,3.5615,55537.33,2020-08-14 20:29:59.999,199782.060899,854.0,25230.27,91036.039756,0.0
81,2020-08-14 20:30:00,3.5715,3.6193,3.5501,3.5788,25062.02,2020-08-14 21:29:59.999,89874.908685,331.0,15359.87,55175.277887,0.0
82,2020-08-14 21:30:00,3.5753,3.5881,3.5,3.5,62540.61,2020-08-14 22:29:59.999,220929.625272,601.0,11498.63,40671.936113,0.0
83,2020-08-14 22:30:00,3.5,3.5025,3.327,3.4031,119611.74,2020-08-14 23:29:59.999,406787.111497,1598.0,28664.77,97039.001135,0.0
84,2020-08-14 23:30:00,3.3947,3.4385,3.3275,3.3841,92244.78,2020-08-15 00:29:59.999,311830.132643,1230.0,44279.7,149388.32113,0.0
85,2020-08-15 00:30:00,3.3814,3.3927,3.321,3.3792,62862.34,2020-08-15 01:29:59.999,210546.157223,700.0,24631.49,82396.025989,0.0
86,2020-08-15 01:30:00,3.3792,3.4251,3.3598,3.425,25809.71,2020-08-15 02:29:59.999,87622.297952,463.0,4983.77,16933.920819,0.0
87,2020-08-15 02:30:00,3.4137,3.4693,3.4136,3.4528,30385.42,2020-08-15 03:29:59.999,104594.348404,531.0,12891.02,44488.652733,0.0
88,2020-08-15 03:30:00,3.466,3.4897,3.35,3.3677,49033.5,2020-08-15 04:29:59.999,167632.395504,520.0,13390.0,46343.427735,0.0
89,2020-08-15 04:30:00,3.3676,3.4193,3.3321,3.4099,37198.22,2020-08-15 05:29:59.999,125372.203777,658.0,12218.96,41307.120968,0.0
90,2020-08-15 05:30:00,3.4181,3.4242,3.1874,3.2756,109295.01,2020-08-15 06:29:59.999,358359.994278,1142.0,19471.18,63962.990852,0.0
91,2020-08-15 06:30:00,3.283,3.3321,3.2714,3.2782,29553.86,2020-08-15 07:29:59.999,97605.955832,533.0,14587.88,48238.759722,0.0
92,2020-08-15 07:30:00,3.2783,3.3358,3.2783,3.3155,33696.16,2020-08-15 08:29:59.999,111509.678948,466.0,17900.93,59249.727257,0.0
93,2020-08-15 08:30:00,3.314,3.3485,3.314,3.3289,21878.38,2020-08-15 09:29:59.999,72906.523842,329.0,12687.62,42297.36283,0.0
94,2020-08-15 09:30:00,3.3305,3.3438,3.2137,3.2279,38314.48,2020-08-15 10:29:59.999,125154.585213,558.0,11241.97,36760.42517,0.0
95,2020-08-15 10:30:00,3.2301,3.5713,3.163,3.4199,190856.22,2020-08-15 11:29:59.999,647515.408809,2127.0,112808.88,384630.063092,0.0
96,2020-08-15 11:30:00,3.42,3.5151,3.4098,3.457,47723.91,2020-08-15 12:29:59.999,164826.078551,701.0,22963.23,79387.030136,0.0
97,2020-08-15 12:30:00,3.4627,3.5621,3.456,3.5215,48305.5,2020-08-15 13:29:59.999,170475.025253,726.0,21036.0,74312.902991,0.0
98,2020-08-15 13:30:00,3.5216,3.5598,3.5215,3.5446,43054.82,2020-08-15 14:29:59.999,151996.517438,378.0,14605.92,51588.174857,0.0
99,2020-08-15 14:30:00,3.5446,3.74,3.5446,3.6886,98162.23,2020-08-15 15:29:59.999,358646.678141,1201.0,65226.89,238349.100426,0.0
100,2020-08-15 15:30:00,3.6886,3.7,3.4852,3.4852,96212.83,2020-08-15 16:29:59.999,345993.686948,744.0,11703.98,42000.070923,0.0
101,2020-08-15 16:30:00,3.4847,3.5438,3.4477,3.45,25822.61,2020-08-15 17:29:59.999,90147.328331,345.0,10080.56,35271.091486,0.0
102,2020-08-15 17:30:00,3.4527,3.4639,3.42,3.433,34060.27,2020-08-15 18:29:59.999,116838.909956,426.0,6856.02,23586.164446,0.0
103,2020-08-15 18:30:00,3.4248,3.4852,3.38,3.4044,41096.28,2020-08-15 19:29:59.999,141747.09545,523.0,19192.36,66367.653413,0.0
104,2020-08-15 19:30:00,3.4167,3.4529,3.4054,3.447,11771.59,2020-08-15 20:29:59.999,40481.668787,302.0,6188.69,21300.205293,0.0
105,2020-08-15 20:30:00,3.4469,3.4697,3.4304,3.4324,10880.97,2020-08-15 21:29:59.999,37463.978543,191.0,5984.37,20635.214818,0.0
106,2020-08-15 21:30:00,3.4547,3.4627,3.4082,3.4154,11122.29,2020-08-15 22:29:59.999,38188.558878,197.0,4449.95,15279.014489,0.0
107,2020-08-15 22:30:00,3.4259,3.4654,3.3949,3.3949,13239.27,2020-08-15 23:29:59.999,45508.878196,249.0,4114.69,14155.83385,0.0
108,2020-08-15 23:30:00,3.4143,3.438,3.35,3.3764,24680.21,2020-08-16 00:29:59.999,83819.673866,349.0,8782.55,29890.60359,0.0
109,2020-08-16 00:30:00,3.3764,3.4048,3.34,3.3684,22199.59,2020-08-16 01:29:59.999,74801.614746,324.0,7090.23,23975.564423,0.0
110,2020-08-16 01:30:00,3.3684,3.3877,3.3656,3.3704,7532.73,2020-08-16 02:29:59.999,25362.843164,105.0,4854.59,16345.632265,0.0
111,2020-08-16 02:30:00,3.37,3.4727,3.18,3.2463,52951.68,2020-08-16 03:29:59.999,172985.6246,1030.0,15062.72,49714.934946,0.0
112,2020-08-16 03:30:00,3.2347,3.2713,3.1943,3.2558,22063.54,2020-08-16 04:29:59.999,71522.431242,395.0,10244.36,33239.176455,0.0
113,2020-08-16 04:30:00,3.267,3.2738,3.15,3.173,35758.77,2020-08-16 05:29:59.999,114146.88319,562.0,12488.4,39935.031838,0.0
114,2020-08-16 05:30:00,3.173,3.2499,3.17,3.2414,53931.7,2020-08-16 06:29:59.999,173106.504364,531.0,14190.2,45625.792839,0.0
115,2020-08-16 06:30:00,3.2319,3.2602,3.17,3.2046,25265.36,2020-08-16 07:29:59.999,81261.638257,426.0,4947.28,15962.879899,0.0
116,2020-08-16 07:30:00,3.1855,3.2384,3.12,3.1463,54680.22,2020-08-16 08:29:59.999,173776.510827,745.0,19765.99,62786.538731,0.0
117,2020-08-16 08:30:00,3.1368,3.235,3.1244,3.1955,35829.55,2020-08-16 09:29:59.999,113757.79324,574.0,11248.05,35672.422594,0.0
118,2020-08-16 09:30:00,3.192,3.2602,3.1697,3.2436,28078.39,2020-08-16 10:29:59.999,89858.412304,343.0,9439.95,30280.455626,0.0
119,2020-08-16 10:30:00,3.2403,3.4907,3.2402,3.3178,85567.01,2020-08-16 11:29:59.999,289325.02312,1469.0,43656.14,148037.080996,0.0
120,2020-08-16 11:30:00,3.3076,3.4384,3.3,3.4321,32101.86,2020-08-16 12:29:59.999,108219.083323,623.0,15266.02,51441.300444,0.0
121,2020-08-16 12:30:00,3.4323,3.47,3.33,3.4401,49743.04,2020-08-16 13:29:59.999,168887.152423,982.0,19838.92,67587.585539,0.0
122,2020-08-16 13:30:00,3.4401,3.4626,3.3501,3.353,28425.45,2020-08-16 14:29:59.999,96152.221019,508.0,9398.69,31876.177263,0.0
123,2020-08-16 14:30:00,3.3529,3.4073,3.3455,3.3957,18090.4,2020-08-16 15:29:59.999,61019.027477,286.0,5521.78,18633.973994,0.0
124,2020-08-16 15:30:00,3.392,3.47,3.3594,3.3955,39104.05,2020-08-16 16:29:59.999,133432.283365,577.0,13025.57,44461.056363,0.0
125,2020-08-16 16:30:00,3.3954,3.4263,3.34,3.4193,27279.77,2020-08-16 17:29:59.999,92400.363459,473.0,5893.21,20008.982843,0.0
126,2020-08-16 17:30:00,3.4193,3.4427,3.3503,3.3753,20632.29,2020-08-16 18:29:59.999,69890.67914,358.0,7156.01,24242.34763,0.0
127,2020-08-16 18:30:00,3.3629,3.3753,3.34,3.3594,23350.74,2020-08-16 19:29:59.999,78250.392774,368.0,11909.67,39914.424688,0.0
128,2020-08-16 19:30:00,3.348,3.42,3.348,3.3926,16091.82,2020-08-16 20:29:59.999,54304.736832,252.0,10615.35,35867.924641,0.0
129,2020-08-16 20:30:00,3.3928,3.4339,3.3705,3.3872,29668.76,2020-08-16 21:29:59.999,100658.485136,328.0,19154.6,65039.166641,0.0
130,2020-08-16 21:30:00,3.3911,3.4415,3.379,3.425,15809.42,2020-08-16 22:29:59.999,53949.95911,342.0,8145.16,27850.218305,0.0
131,2020-08-16 22:30:00,3.425,3.4628,3.4215,3.4469,24058.4,2020-08-16 23:29:59.999,83030.332868,332.0,10432.27,36009.418966,0.0
132,2020-08-16 23:30:00,3.4469,3.4726,3.4334,3.458,12426.01,2020-08-17 00:29:59.999,42913.780809,202.0,6646.83,22997.623583,0.0
133,2020-08-17 00:30:00,3.458,3.4726,3.4039,3.4071,13431.02,2020-08-17 01:29:59.999,46248.77811,223.0,3212.17,11103.41578,0.0
134,2020-08-17 01:30:00,3.4115,3.4426,3.401,3.4254,7135.99,2020-08-17 02:29:59.999,24397.356252,215.0,3584.9,12265.75033,0.0
135,2020-08-17 02:30:00,3.4121,3.4308,3.3638,3.3756,14610.71,2020-08-17 03:29:59.999,49686.822025,301.0,7074.04,24039.183684,0.0
136,2020-08-17 03:30:00,3.3913,3.397,3.36,3.3869,6988.91,2020-08-17 04:29:59.999,23607.302743,111.0,3922.92,13260.819523,0.0
137,2020-08-17 04:30:00,3.3674,3.3904,3.3601,3.3885,5805.66,2020-08-17 05:29:59.999,19580.988833,90.0,3393.76,11459.677603,0.0
138,2020-08-17 05:30:00,3.3885,3.3952,3.3606,3.3662,11334.25,2020-08-17 06:29:59.999,38273.841444,181.0,3132.0,10613.050107,0.0
139,2020-08-17 06:30:00,3.3663,3.3816,3.351,3.3549,24402.78,2020-08-17 07:29:59.999,82063.267809,239.0,8638.33,29049.754827,0.0
140,2020-08-17 07:30:00,3.3549,3.3738,3.3235,3.3482,35966.59,2020-08-17 08:29:59.999,120578.603581,320.0,9064.54,30401.741349,0.0
141,2020-08-17 08:30:00,3.3494,3.3692,3.3436,3.3502,15772.39,2020-08-17 09:29:59.999,52831.455825,175.0,3420.82,11479.343531,0.0
142,2020-08-17 09:30:00,3.3551,3.3666,3.2481,3.29,64368.1,2020-08-17 10:29:59.999,212343.750408,705.0,21634.67,71515.020158,0.0
143,2020-08-17 10:30:00,3.29,3.317,3.262,3.2825,39261.11,2020-08-17 11:29:59.999,129306.60816,358.0,5902.52,19469.6837,0.0
144,2020-08-17 11:30:00,3.2683,3.2892,3.2224,3.2395,35399.22,2020-08-17 12:29:59.999,115406.193793,497.0,17682.43,57688.633523,0.0
145,2020-08-17 12:30:00,3.2399,3.2646,3.2,3.2001,34453.31,2020-08-17 13:29:59.999,110916.593631,432.0,10587.83,34222.071354,0.0
146,2020-08-17 13:30:00,3.2034,3.3234,3.2002,3.2862,44849.71,2020-08-17 14:29:59.999,146694.503429,572.0,21589.24,70813.781407,0.0
147,2020-08-17 14:30:00,3.2862,3.297,3.2734,3.28,24025.0,2020-08-17 15:29:59.999,78954.323327,301.0,5922.59,19462.563692,0.0
148,2020-08-17 15:30:00,3.2789,3.2861,3.2669,3.2749,15015.96,2020-08-17 16:29:59.999,49177.556612,165.0,6470.07,21208.278504,0.0
149,2020-08-17 16:30:00,3.2708,3.3,3.2669,3.2891,16511.16,2020-08-17 17:29:59.999,54209.27548,157.0,8629.77,28378.101958,0.0
150,2020-08-17 17:30:00,3.2891,3.2934,3.2313,3.28,15843.03,2020-08-17 18:29:59.999,51784.074998,219.0,3816.93,12530.721967,0.0
151,2020-08-17 18:30:00,3.275,3.2911,3.15,3.2222,47121.53,2020-08-17 19:29:59.999,151231.49952,677.0,15582.09,50248.556864,0.0
152,2020-08-17 19:30:00,3.229,3.2421,3.1468,3.2031,39952.81,2020-08-17 20:29:59.999,126689.915213,621.0,13424.77,42637.411693,0.0
153,2020-08-17 20:30:00,3.2031,3.2117,3.1,3.1264,71371.53,2020-08-17 21:29:59.999,223527.06835,770.0,15744.29,49274.931848,0.0
154,2020-08-17 21:30:00,3.1347,3.215,3.1115,3.2001,43098.84,2020-08-17 22:29:59.999,136048.878608,584.0,20580.47,64938.757603,0.0
155,2020-08-17 22:30:00,3.204,3.2134,3.1422,3.157,32500.96,2020-08-17 23:29:59.999,102985.430798,424.0,13601.77,43213.13514,0.0
156,2020-08-17 23:30:00,3.157,3.169,3.1207,3.1377,24712.73,2020-08-18 00:29:59.999,77701.254781,288.0,9913.24,31206.584907,0.0
157,2020-08-18 00:30:00,3.1377,3.1694,3.11,3.1541,35562.29,2020-08-18 01:29:59.999,111915.976102,236.0,21419.99,67410.272811,0.0
158,2020-08-18 01:30:00,3.1546,3.1931,3.1461,3.1802,13001.2,2020-08-18 02:29:59.999,41152.446945,184.0,7494.34,23752.10462,0.0
159,2020-08-18 02:30:00,3.1773,3.2,3.177,3.193,2845.45,2020-08-18 03:29:59.999,9074.487393,68.0,1290.82,4127.097008,0.0
160,2020-08-18 03:30:00,3.1932,3.2,3.15,3.1668,23324.7,2020-08-18 04:29:59.999,73921.050966,188.0,9726.47,30826.152014,0.0
161,2020-08-18 04:30:00,3.16,3.1601,3.1,3.11,18718.99,2020-08-18 05:29:59.999,58541.730457,271.0,2921.9,9136.679232,0.0
162,2020-08-18 05:30:00,3.11,3.1172,3.0333,3.0512,67679.34,2020-08-18 06:29:59.999,207405.34185,748.0,26462.59,81046.494211,0.0
163,2020-08-18 06:30:00,3.05,3.0553,3.0,3.0241,64829.1,2020-08-18 07:29:59.999,195904.492045,766.0,23394.08,70796.781432,0.0
164,2020-08-18 07:30:00,3.015,3.1277,3.015,3.0562,76968.39,2020-08-18 08:29:59.999,237163.121026,763.0,37812.3,116676.859325,0.0
165,2020-08-18 08:30:00,3.0551,3.0617,3.01,3.0328,33610.92,2020-08-18 09:29:59.999,101969.094116,340.0,13530.29,41132.312968,0.0
166,2020-08-18 09:30:00,3.0208,3.0671,3.015,3.0426,23611.7,2020-08-18 10:29:59.999,71575.425997,256.0,13449.98,40751.539131,0.0
167,2020-08-18 10:30:00,3.0669,3.0669,3.0,3.0122,34895.2,2020-08-18 11:29:59.999,105430.657049,323.0,15147.18,45780.242359,0.0
168,2020-08-18 11:30:00,3.0085,3.0197,2.9003,2.916,70804.5,2020-08-18 12:29:59.999,210733.777135,885.0,18216.44,54059.087833,0.0
169,2020-08-18 12:30:00,2.9132,2.99,2.878,2.99,87956.91,2020-08-18 13:29:59.999,257392.020459,1124.0,39260.95,115234.353003,0.0
170,2020-08-18 13:30:00,2.99,2.99,2.91,2.918,36213.28,2020-08-18 14:29:59.999,107023.811548,447.0,13116.13,38797.139897,0.0
171,2020-08-18 14:30:00,2.918,3.25,2.918,3.1785,160393.5,2020-08-18 15:29:59.999,502590.687989,1911.0,75398.12,235681.456035,0.0
172,2020-08-18 15:30:00,3.1608,3.2477,3.0874,3.1269,83023.12,2020-08-18 16:29:59.999,263444.889394,944.0,22385.32,71055.395855,0.0
